source,target,weight
1597,1643,53.51855856720275
1597,1598,228.0813999430905
1597,1690,188.76484897850167
1597,1691,95.45614176154407
1598,1643,196.69768117031217
1598,1644,194.38292106046765
1598,1645,181.1738269054213
1598,1692,197.65578201323964
1599,1646,182.57688095790624
1599,1694,10.69617516990565
1599,1740,196.59867958947873
1599,1741,45.60201367038139
1600,1601,31.481854183912723
1600,1694,189.56702815433204
1600,1695,183.97825958520207
1600,1696,23.088269355198143
1601,1647,57.4294598367672
1601,1695,201.30068128477433
1601,1696,34.98385527454243
1601,1742,96.36199935988729
1602,1648,67.03526435143421
1602,1649,18.80361499509148
1602,1603,17.72004514666935
1603,1649,8.435975371785586
1603,1604,10.307764064044152
1604,1605,62.979052955019185
